date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
01/20/20 12:00:06 AM,11.7880001,5.42500019,8.17300034,2.523,3.68600011,1.67499995,19.4160004
01/20/20 12:00:06 AM,9.64500046,4.95699978,6.75199986,2.13199997,3.10700011,1.82799995,20.823
01/20/20 12:00:06 AM,10.382,5.76000023,7.46199989,2.55900002,2.9849999,1.76699996,20.1900005
01/20/20 12:00:06 AM,8.77400017,4.68900013,6.11199999,2.0250001,2.89400005,1.91900003,21.3150005
01/20/20 12:00:07 AM,10.4490004,5.15700006,6.96500015,2.4519999,2.77200007,1.73599994,22.0189991
01/20/20 12:00:07 AM,9.84599972,4.82299995,7.03599977,2.66499996,2.89400005,1.76699996,20.6819992
01/20/20 12:00:07 AM,9.91300011,4.82299995,6.89400005,2.41599989,3.22900009,1.73599994,25.4659996
01/20/20 12:00:07 AM,10.6499996,4.68900013,6.9289999,2.4519999,3.38100004,1.79700005,25.8880005
01/20/20 12:00:07 AM,10.1140003,4.35400009,6.64499998,1.81200004,3.10700011,1.73599994,27.8570004
01/20/20 12:00:07 AM,9.97999954,4.15299988,6.57399988,1.954,3.41100001,1.76699996,27.2950001
01/20/20 12:00:08 AM,9.31000042,4.21999979,6.00500011,2.13199997,3.22900009,1.85800004,22.2299995
01/20/20 12:00:08 AM,9.44400024,4.62200022,6.96500015,2.16799998,2.95499992,1.85800004,21.948
01/20/20 12:00:08 AM,9.44400024,4.28700018,6.82299995,2.55900002,2.58899999,1.73599994,27.2950001
01/20/20 12:00:08 AM,10.382,5.42500019,7.60400009,2.30999994,2.95499992,1.67499995,29.3349991
01/20/20 12:00:08 AM,9.77900028,5.22399998,6.71600008,2.84299994,2.6500001,1.67499995,26.0279999
01/20/20 12:00:08 AM,10.382,4.68900013,7.32000017,2.20300007,2.9849999,1.85800004,24.3400002
01/20/20 12:00:09 AM,9.77900028,4.15299988,6.82299995,1.99000001,2.52800012,1.67499995,26.4500008
01/20/20 12:00:09 AM,10.717,4.75600004,7.35599995,2.80699992,2.6500001,1.79700005,25.9580002
01/20/20 12:00:09 AM,10.3149996,4.68900013,7.39099979,2.4519999,2.92400002,1.85800004,24.059
01/20/20 12:00:09 AM,12.592,5.22399998,8.67099953,2.20300007,3.71600008,1.949,25.3250008
01/20/20 12:00:09 AM,11.1190004,4.62200022,7.88899994,2.84299994,3.625,1.91900003,23.6369991
01/20/20 12:00:09 AM,10.6499996,4.421,7.03599977,2.0250001,3.5940001,1.91900003,26.3799992
01/20/20 12:00:10 AM,10.0469999,4.21999979,6.43200016,1.66999996,3.68600011,1.949,27.3649998
01/20/20 12:00:10 AM,11.7209997,5.09000015,7.88899994,2.55900002,3.56399989,1.85800004,28.0680008
01/20/20 12:00:10 AM,12.1230001,5.3579998,8.06599998,2.48699999,4.08199978,1.91900003,29.4750004
01/20/20 12:00:10 AM,9.97999954,5.02299976,6.8579998,2.55900002,3.28999996,1.85800004,26.802
01/20/20 12:00:10 AM,9.24300003,4.95699978,6.28999996,2.63000011,3.13700008,1.88800001,29.9680004
01/20/20 12:00:10 AM,10.1809998,5.42500019,7.17799997,3.01999998,3.07599998,1.88800001,30.3899994
01/20/20 12:00:11 AM,9.64500046,5.42500019,7.10699987,2.66499996,3.0150001,1.82799995,31.1639996
01/20/20 12:00:11 AM,9.77900028,4.88999987,6.50299978,2.9849999,3.07599998,2.00999999,29.757
01/20/20 12:00:11 AM,11.1190004,5.15700006,7.32000017,2.91400003,3.80699992,1.98000002,32.2890015
01/20/20 12:00:11 AM,11.052,4.95699978,7.39099979,2.523,3.68600011,1.98000002,31.9379997
01/20/20 12:00:11 AM,10.7840004,4.88999987,7.21400023,2.48699999,3.5940001,1.88800001,28.5610008
01/20/20 12:00:11 AM,11.1859999,4.88999987,7.17799997,2.34500003,3.96000004,1.91900003,21.5259991
01/20/20 12:00:12 AM,10.4490004,4.88999987,6.61000013,2.30999994,3.80699992,2.04099989,22.2299995
01/20/20 12:00:12 AM,9.57800007,5.76000023,6.78700018,3.12700009,3.25900006,1.88800001,19.4160004
01/20/20 12:00:12 AM,9.31000042,5.76000023,6.61000013,3.05599999,3.16799998,1.88800001,18.5720005
01/20/20 12:00:12 AM,9.91300011,5.89400005,6.25400019,2.63000011,3.0150001,1.85800004,21.6669998
01/20/20 12:00:12 AM,8.97500038,4.95699978,6.28999996,2.66499996,2.86299992,1.82799995,25.5359993
01/20/20 12:00:12 AM,8.64000034,4.82299995,6.14799976,2.5940001,2.92400002,1.82799995,27.8570004
01/20/20 12:00:13 AM,9.17599964,5.4920001,5.579,2.38100004,2.86299992,1.85800004,27.9279995
01/20/20 12:00:13 AM,9.10900021,4.82299995,5.6500001,2.523,2.77200007,1.79700005,24.6210003
01/20/20 12:00:13 AM,9.84599972,5.55900002,5.96999979,2.94899988,3.10700011,1.88800001,23.8479996
01/20/20 12:00:13 AM,11.5880003,5.42500019,7.39099979,2.80699992,3.80699992,1.98000002,23.0739994
01/20/20 12:00:13 AM,11.7880001,6.09499979,7.21400023,2.9849999,3.89899993,2.04099989,22.5109997
01/20/20 12:00:13 AM,10.5830002,5.96099997,7.14300013,2.91400003,3.65499997,2.0710001,21.6669998
01/20/20 12:00:14 AM,11.5880003,6.296,7.56899977,3.05599999,3.47199988,2.00999999,25.3950005
01/20/20 12:00:14 AM,11.9219999,6.22900009,7.71099997,3.05599999,3.74600005,1.949,25.184
01/20/20 12:00:14 AM,12.3240004,5.55900002,8.42199993,3.23399997,4.20300007,1.98000002,29.5459995
01/20/20 12:00:14 AM,10.382,5.89400005,6.8579998,2.63000011,3.56399989,1.949,29.4750004
01/20/20 12:00:14 AM,10.0469999,5.42500019,6.75199986,3.01999998,3.31999993,1.949,29.2639999
01/20/20 12:00:14 AM,10.5159998,6.02799988,7.10699987,3.37599993,3.13700008,1.91900003,30.9529991
01/20/20 12:00:15 AM,10.717,6.09499979,6.78700018,3.01999998,3.16799998,2.00999999,31.7259998
01/20/20 12:00:15 AM,9.97999954,5.02299976,6.50299978,2.55900002,3.44199991,2.04099989,33.1329994
01/20/20 12:00:15 AM,11.3199997,5.09000015,7.35599995,2.4519999,3.86800003,2.04099989,28.9829998
01/20/20 12:00:15 AM,11.3870001,4.95699978,7.35599995,2.4519999,4.29500008,2.19300008,28.9829998
01/20/20 12:00:15 AM,9.37699986,3.88499999,6.89400005,2.23900008,2.46700001,1.18799996,31.7259998
01/20/20 12:00:15 AM,10.1140003,4.08599997,7.14300013,2.23900008,2.95499992,1.46200001,25.184
01/20/20 12:00:16 AM,10.382,4.82299995,6.89400005,2.30999994,3.50300002,2.00999999,30.5310001
01/20/20 12:00:16 AM,9.64500046,4.88999987,6.61000013,1.91900003,3.25900006,1.91900003,27.6459999
01/20/20 12:00:16 AM,12.7259998,6.49700022,9.34599972,3.48200011,3.16799998,1.98000002,25.4659996
01/20/20 12:00:16 AM,11.9890003,5.62599993,8.77700043,2.94899988,3.19799995,1.98000002,25.9580002
01/20/20 12:00:16 AM,12.5249996,6.296,8.95499992,3.16300011,3.13700008,2.00999999,25.9580002
01/20/20 12:00:16 AM,12.3240004,6.296,8.81299973,3.37599993,2.9849999,1.91900003,26.0279999
01/20/20 12:00:17 AM,10.717,5.42500019,8.06599998,2.87800002,2.83299994,1.85800004,28.9130001
01/20/20 12:00:17 AM,11.3199997,5.62599993,7.67600012,2.63000011,3.046,1.88800001,30.4599991
01/20/20 12:00:17 AM,10.8509998,4.68900013,6.82299995,1.88300002,3.31999993,2.04099989,31.375
01/20/20 12:00:17 AM,13.3290005,5.42500019,8.88399982,2.73600006,4.08199978,1.949,32.7820015
01/20/20 12:00:17 AM,11.4540005,5.22399998,7.85300016,2.77200007,3.65499997,2.00999999,31.7259998
01/20/20 12:00:17 AM,11.052,5.96099997,7.46199989,3.12700009,3.56399989,2.102,30.3199997
01/20/20 12:00:18 AM,10.9849997,6.02799988,7.53299999,2.70099998,3.41100001,2.04099989,30.4599991
01/20/20 12:00:18 AM,12.7930002,5.96099997,8.56400013,3.44700003,3.83800006,2.16300011,32.9220009
01/20/20 12:00:18 AM,13.3959999,6.42999983,8.74199963,3.48200011,4.59899998,2.25399995,31.0930004
01/20/20 12:00:18 AM,11.2530003,5.42500019,7.67600012,2.73600006,3.5940001,2.00999999,25.677
01/20/20 12:00:18 AM,9.91300011,4.55499983,6.68100023,2.30999994,3.31999993,1.91900003,27.1539993
01/20/20 12:00:18 AM,10.1809998,5.3579998,7.32000017,2.48699999,3.31999993,2.0710001,28.7719994
01/20/20 12:00:19 AM,10.8509998,5.22399998,7.24900007,2.41599989,3.31999993,1.949,30.6009998
01/20/20 12:00:19 AM,10.0469999,5.02299976,6.89400005,2.73600006,3.16799998,2.25399995,32.0079994
01/20/20 12:00:19 AM,11.9219999,5.42500019,7.92399979,2.87800002,4.38600016,2.102,33.1329994
01/20/20 12:00:19 AM,11.4540005,4.95699978,7.46199989,2.34500003,3.99000001,2.04099989,31.5149994
01/20/20 12:00:19 AM,10.8509998,4.68900013,7.0710001,2.34500003,3.80699992,1.949,31.0230007
01/20/20 12:00:19 AM,11.1859999,4.62200022,7.28499985,2.20300007,3.89899993,1.88800001,31.4449997
01/20/20 12:00:20 AM,10.6499996,4.68900013,6.89400005,2.16799998,3.80699992,2.00999999,31.7259998
01/20/20 12:00:20 AM,9.97999954,4.35400009,6.64499998,1.91900003,3.56399989,1.98000002,30.9529991
01/20/20 12:00:20 AM,11.8549995,5.76000023,7.81799984,2.70099998,3.25900006,1.949,30.4599991
01/20/20 12:00:20 AM,10.382,5.09000015,6.46700001,2.84299994,3.0150001,1.82799995,28.9130001
01/20/20 12:00:20 AM,10.717,5.42500019,7.49800014,2.30999994,2.83299994,1.91900003,30.3899994
01/20/20 12:00:20 AM,10.8509998,5.3579998,7.81799984,2.87800002,2.83299994,1.85800004,31.5149994
01/20/20 12:00:21 AM,9.77900028,5.15700006,5.96999979,2.34500003,3.16799998,2.13199997,31.2339993
01/20/20 12:00:21 AM,9.37699986,4.48799992,6.25400019,2.27399993,3.0150001,2.04099989,30.5310001
01/20/20 12:00:21 AM,11.3870001,5.55900002,7.85300016,2.84299994,3.25900006,2.34500003,30.1089993
01/20/20 12:00:21 AM,11.8549995,4.48799992,8.20899963,2.09699988,3.86800003,1.85800004,30.3199997
01/20/20 12:00:21 AM,12.5249996,6.16200018,9.13199997,3.625,3.53299999,1.88800001,29.6159992
01/20/20 12:00:21 AM,12.7259998,6.36299992,9.34599972,3.37599993,3.71600008,1.98000002,30.5310001
01/20/20 12:00:22 AM,11.1190004,4.75600004,7.17799997,2.13199997,3.3499999,1.98000002,32.993
01/20/20 12:00:22 AM,11.7880001,4.88999987,8.03100014,2.4519999,3.56399989,1.85800004,30.2490005
01/20/20 12:00:22 AM,13.1280003,4.95699978,8.67099953,2.77200007,3.99000001,1.91900003,30.2490005
01/20/20 12:00:22 AM,10.5830002,4.75600004,7,2.06100011,2.95499992,1.64499998,30.6709995
01/20/20 12:00:22 AM,10.3149996,5.29099989,7.49800014,2.34500003,3.046,1.70599997,31.5860004
01/20/20 12:00:22 AM,9.44400024,5.02299976,6.96500015,2.20300007,2.6500001,1.64499998,31.9379997
01/20/20 12:00:23 AM,10.4490004,4.21999979,7,2.38100004,2.71099997,1.58399999,28.9829998
01/20/20 12:00:23 AM,9.84599972,4.08599997,7.0710001,1.91900003,2.71099997,1.55299997,27.7169991
01/20/20 12:00:23 AM,10.9849997,4.75600004,7.63999987,2.63000011,3.28999996,1.64499998,30.6709995
01/20/20 12:00:23 AM,10.717,4.28700018,7.32000017,2.09699988,3.31999993,1.64499998,24.3400002
01/20/20 12:00:23 AM,9.17599964,3.54999995,6.00500011,1.56400001,3.10700011,1.61399996,29.6860008
01/20/20 12:00:23 AM,9.64500046,4.15299988,6.25400019,1.45700002,3.41100001,1.73599994,30.2490005
01/20/20 12:00:24 AM,8.50599957,2.88000011,5.4369998,0.74599999,3.53299999,1.82799995,29.9680004
01/20/20 12:00:24 AM,10.5159998,3.34899998,7.10699987,1.27900004,3.25900006,1.64499998,29.5459995
01/20/20 12:00:24 AM,13.3959999,4.68900013,10.2340002,2.38100004,3.25900006,1.67499995,28.4909992
01/20/20 12:00:24 AM,12.592,5.15700006,9.20400047,2.30999994,2.77200007,1.61399996,28.5610008
01/20/20 12:00:24 AM,14.1999998,6.22900009,11.1940002,3.44700003,2.55900002,1.55299997,28.7719994
01/20/20 12:00:24 AM,12.592,6.22900009,10.9090004,3.6960001,2.52800012,1.523,27.7169991
01/20/20 12:00:25 AM,14.2670002,6.36299992,11.1219997,3.87299991,2.83299994,1.67499995,28.1389999
01/20/20 12:00:25 AM,12.592,5.09000015,9.20400047,2.77200007,2.68000007,1.82799995,27.3649998
01/20/20 12:00:25 AM,13.7309999,5.62599993,10.6610003,2.9849999,3.22900009,1.76699996,26.7320004
01/20/20 12:00:25 AM,15.1370001,5.76000023,11.2290001,2.94899988,3.31999993,1.64499998,26.3799992
01/20/20 12:00:25 AM,14.2670002,5.96099997,10.8030005,3.19799995,3.38100004,1.79700005,25.3950005
01/20/20 12:00:25 AM,12.5249996,5.09000015,9.31000042,3.05599999,3.07599998,1.79700005,27.9279995
01/20/20 12:00:26 AM,12.3240004,5.55900002,8.67099953,2.84299994,3.0150001,1.67499995,28.9829998
01/20/20 12:00:26 AM,13.2620001,6.09499979,9.80799961,2.84299994,3.44199991,1.76699996,29.757
01/20/20 12:00:26 AM,12.3240004,4.95699978,8.24400043,2.55900002,3.99000001,1.73599994,30.6009998
01/20/20 12:00:26 AM,9.64500046,3.6170001,6.78700018,1.59899998,3.046,1.523,32.6409988
01/20/20 12:00:26 AM,10.5159998,4.55499983,7.39099979,2.13199997,2.80200005,1.55299997,35.3849983
01/20/20 12:00:26 AM,9.37699986,3.81800008,6.57399988,1.56400001,2.6500001,1.55299997,37.2840004
01/20/20 12:00:27 AM,9.10900021,3.68400002,6.61000013,1.59899998,2.58899999,2.13199997,38.4799995
01/20/20 12:00:27 AM,9.24300003,3.41599989,6.53800011,1.70599997,2.9849999,1.55299997,36.7910004
01/20/20 12:00:27 AM,10.4490004,4.21999979,7.32000017,2.09699988,3.22900009,1.523,34.118
01/20/20 12:00:27 AM,11.052,4.28700018,7.60400009,1.99000001,3.47199988,1.67499995,33.8370018
01/20/20 12:00:27 AM,10.1140003,4.08599997,6.8579998,1.954,3.25900006,1.64499998,33.2739983
01/20/20 12:00:27 AM,11.1190004,4.15299988,7.42700005,1.91900003,3.74600005,1.67499995,32.9220009
01/20/20 12:00:28 AM,10.4490004,3.28200006,7.10699987,1.27900004,3.5940001,1.70599997,33.6259995
01/20/20 12:00:28 AM,10.5159998,3.88499999,7.35599995,1.59899998,3.16799998,1.67499995,32.6409988
01/20/20 12:00:28 AM,11.8549995,5.3579998,8.88399982,3.19799995,3.07599998,1.55299997,31.5860004
01/20/20 12:00:28 AM,11.8549995,4.75600004,8.88399982,2.9849999,2.95499992,1.523,31.0930004
01/20/20 12:00:28 AM,10.382,4.75600004,7.99499989,2.63000011,2.49799991,1.34000003,30.7420006
01/20/20 12:00:28 AM,11.1859999,5.22399998,8.70600033,2.5940001,2.37599993,1.40100002,29.3349991
01/20/20 12:00:29 AM,10.2480001,4.55499983,7.74700022,2.73600006,2.43700004,1.49199998,28.7719994
01/20/20 12:00:29 AM,10.9180002,4.08599997,8.24400043,2.5940001,2.31500006,1.46200001,29.1240005
01/20/20 12:00:29 AM,12.6590004,5.22399998,9.41699982,2.70099998,2.89400005,1.61399996,29.2639999
01/20/20 12:00:29 AM,13.5970001,5.42500019,9.73700047,2.9849999,3.47199988,1.64499998,29.4050007
01/20/20 12:00:29 AM,10.382,4.08599997,7.21400023,2.0250001,3.28999996,1.64499998,28.9130001
01/20/20 12:00:29 AM,9.97999954,4.55499983,6.71600008,2.27399993,3.28999996,1.79700005,29.8969994
01/20/20 12:00:30 AM,9.64500046,4.01900005,6.89400005,2.5940001,3.0150001,1.64499998,30.5310001
01/20/20 12:00:30 AM,11.7209997,4.75600004,7.99499989,2.16799998,3.38100004,1.73599994,30.6709995
01/20/20 12:00:30 AM,11.7880001,4.21999979,8.03100014,2.13199997,3.9289999,1.82799995,30.6709995
01/20/20 12:00:30 AM,10.4490004,4.08599997,7.35599995,1.81200004,3.16799998,1.67499995,31.0930004
01/20/20 12:00:30 AM,10.1809998,3.41599989,6.8579998,1.74100006,3.046,1.61399996,30.882
01/20/20 12:00:30 AM,12.927,5.02299976,6.75199986,1.528,5.6960001,2.22399998,32.7109985
01/20/20 12:00:31 AM,10.1809998,4.21999979,6.57399988,1.74100006,3.0150001,1.64499998,34.7509995
01/20/20 12:00:31 AM,9.44400024,3.54999995,6.61000013,1.27900004,2.92400002,1.61399996,34.4000015
01/20/20 12:00:31 AM,10.3149996,4.08599997,7.17799997,2.09699988,3.22900009,1.64499998,34.3289986
01/20/20 12:00:31 AM,10.717,3.88499999,7.10699987,1.74100006,3.56399989,1.67499995,33.6259995
01/20/20 12:00:31 AM,10.1809998,3.6170001,6.46700001,1.421,3.5940001,1.67499995,33.5559998
01/20/20 12:00:31 AM,11.8549995,4.08599997,7.63999987,1.56400001,4.26399994,1.85800004,32.7820015
01/20/20 12:00:32 AM,12.7259998,4.35400009,8.24400043,2.13199997,4.29500008,1.76699996,32.1489983
01/20/20 12:00:32 AM,14.066,5.3579998,9.66600037,2.23900008,3.77699995,1.70599997,31.2339993
01/20/20 12:00:32 AM,18.1520004,8.8409996,12.4020004,4.19299984,5.81799984,3.046,30.5310001
01/20/20 12:00:32 AM,14.6020002,5.96099997,11.3000002,3.33999991,3.25900006,1.76699996,30.9529991
01/20/20 12:00:32 AM,14.5349998,6.16200018,11.691,3.90899992,3.046,1.64499998,30.3199997
01/20/20 12:00:32 AM,14.401,6.296,11.7270002,3.94400001,2.80200005,1.61399996,29.4050007
01/20/20 12:00:33 AM,13.9989996,6.49700022,10.9449997,3.19799995,2.71099997,1.67499995,28.7019997
01/20/20 12:00:33 AM,14.066,6.296,11.3000002,3.48200011,2.83299994,2.00999999,28.7719994
01/20/20 12:00:33 AM,14.2670002,5.42500019,10.8380003,3.01999998,3.31999993,1.76699996,28.9130001
01/20/20 12:00:33 AM,14.6020002,5.69299984,10.8739996,3.05599999,3.28999996,1.73599994,28.2789993
01/20/20 12:00:33 AM,9.10900021,2.61199999,6.39599991,1.06599998,2.74099994,1.523,28.6310005
01/20/20 12:00:33 AM,11.4540005,3.41599989,8.27999973,1.102,3.13700008,1.76699996,28.7719994
01/20/20 12:00:34 AM,9.77900028,3.54999995,6.00500011,1.70599997,3.28999996,1.64499998,29.9680004
01/20/20 12:00:34 AM,10.8509998,4.21999979,6.57399988,1.24399996,3.47199988,1.79700005,29.757
01/20/20 12:00:34 AM,10.5159998,3.48300004,6.61000013,1.35000002,3.86800003,1.73599994,30.3199997
01/20/20 12:00:34 AM,9.77900028,3.6170001,5.89900017,0.85299999,3.22900009,1.70599997,31.4449997
01/20/20 12:00:34 AM,10.2480001,3.75099993,6.61000013,1.24399996,3.046,1.55299997,30.7420006
01/20/20 12:00:34 AM,9.64500046,4.01900005,6.82299995,1.56400001,3.046,1.55299997,31.6560001
01/20/20 12:00:35 AM,9.57800007,3.81800008,6.36100006,1.49199998,3.07599998,1.61399996,32.2890015
01/20/20 12:00:35 AM,11.9890003,4.15299988,6.43200016,1.528,5.60400009,2.19300008,32.8520012
01/20/20 12:00:35 AM,10.7840004,3.81800008,6.64499998,1.20799994,3.86800003,1.88800001,32.0779991
01/20/20 12:00:35 AM,10.1140003,3.41599989,6.25400019,1.20799994,3.68600011,2.04099989,31.8670006
01/20/20 12:00:35 AM,9.44400024,3.148,5.96999979,1.102,3.41100001,1.64499998,31.375
01/20/20 12:00:35 AM,11.3199997,3.48300004,7.42700005,1.81200004,4.05100012,1.67499995,30.882
01/20/20 12:00:36 AM,13.5299997,4.75600004,9.52299976,2.70099998,3.89899993,1.46200001,30.882
01/20/20 12:00:36 AM,12.4580002,5.82700014,8.91899967,3.55299997,3.50300002,1.58399999,29.9680004
01/20/20 12:00:36 AM,13.3290005,5.3579998,9.59399986,2.4519999,3.28999996,1.55299997,29.9680004
01/20/20 12:00:36 AM,15.2709999,6.22900009,9.73700047,2.73600006,5.4829998,2.00999999,29.4750004
01/20/20 12:00:36 AM,15.5389996,6.09499979,10.5179996,3.16300011,5.20800018,2.04099989,29.3349991
01/20/20 12:00:36 AM,15.1370001,6.36299992,9.63000011,3.23399997,4.93400002,1.91900003,29.8269997
01/20/20 12:00:37 AM,14.401,5.89400005,8.49300003,2.9849999,4.93400002,1.98000002,29.1240005
01/20/20 12:00:37 AM,14.1330004,5.15700006,8.59899998,2.4519999,4.96500015,1.949,28.5610008
01/20/20 12:00:37 AM,13.9989996,4.35400009,8.70600033,2.13199997,5.26900005,2.04099989,28.6310005
01/20/20 12:00:37 AM,14.9370003,5.62599993,9.02600002,1.91900003,5.81799984,2.102,27.7870007
01/20/20 12:00:37 AM,13.3290005,4.55499983,7.71099997,1.45700002,5.57399988,2.19300008,27.5060005
01/20/20 12:00:37 AM,10.8509998,4.55499983,7.32000017,2.20300007,3.19799995,1.76699996,28.0680008
01/20/20 12:00:38 AM,9.84599972,4.28700018,6.8579998,1.81200004,3.16799998,1.70599997,29.6159992
01/20/20 12:00:38 AM,10.2480001,3.9519999,6.8579998,1.70599997,3.38100004,1.79700005,29.4750004
01/20/20 12:00:38 AM,11.8549995,4.01900005,7.60400009,1.81200004,4.1420002,1.73599994,29.0529995
01/20/20 12:00:38 AM,8.57299995,3.28200006,5.579,1.13699996,2.9849999,1.523,29.4750004
01/20/20 12:00:38 AM,8.64000034,3.08100009,5.5079999,1.03100002,2.71099997,1.43200004,29.1240005
01/20/20 12:00:38 AM,8.30599976,2.41100001,5.1880002,0.71100003,2.92400002,1.523,29.6860008
01/20/20 12:00:39 AM,8.77400017,3.34899998,6.14799976,1.35000002,2.52800012,1.43200004,31.0230007
01/20/20 12:00:39 AM,8.03800011,2.54500008,5.61499977,0.88800001,2.46700001,1.34000003,31.1639996
01/20/20 12:00:39 AM,9.17599964,2.74600005,6.28999996,1.13699996,3.22900009,1.43200004,30.6709995
01/20/20 12:00:39 AM,9.44400024,3.21499991,6.39599991,1.421,3.16799998,1.523,29.9680004
01/20/20 12:00:39 AM,8.50599957,2.88000011,5.79199982,1.102,2.71099997,1.30999994,30.1790009
01/20/20 12:00:39 AM,10.0469999,3.08100009,6.8579998,1.27900004,3.16799998,1.30999994,29.4750004
01/20/20 12:00:40 AM,9.71199989,2.07599998,6.39599991,0.60399997,3.28999996,1.30999994,29.4050007
01/20/20 12:00:40 AM,9.97999954,3.08100009,7,1.31500006,2.86299992,1.30999994,28.2089996
01/20/20 12:00:40 AM,9.97999954,3.54999995,7.21400023,1.88300002,2.68000007,1.27900004,29.1240005
01/20/20 12:00:40 AM,13.5970001,5.3579998,8.98999977,2.70099998,4.87300014,1.79700005,28.5610008
01/20/20 12:00:40 AM,13.5970001,4.88999987,8.49300003,1.91900003,4.56899977,1.67499995,29.1940002
01/20/20 12:00:40 AM,12.1230001,4.08599997,7.0710001,1.77699995,4.59899998,1.67499995,28.5610008
01/20/20 12:00:41 AM,11.9890003,3.9519999,7.56899977,1.59899998,4.47700024,1.73599994,29.2639999
01/20/20 12:00:41 AM,11.9890003,4.21999979,7.56899977,1.59899998,4.35599995,1.91900003,29.0529995
01/20/20 12:00:41 AM,12.9940004,4.421,7.85300016,1.59899998,4.56899977,1.67499995,28.9130001
01/20/20 12:00:41 AM,13.7980003,4.08599997,8.13799953,2.09699988,5.26900005,1.76699996,29.8269997
01/20/20 12:00:41 AM,12.9940004,4.15299988,8.17300034,2.0250001,5.20800018,1.88800001,29.8269997
